id,name,type,location,prefecture,rank,school_strength
1259,福岡中央高等学校,高校,福岡県福岡,福岡県,中堅,50
1260,北九州新高等学校,高校,福岡県北九州,福岡県,中堅,50
1261,久留米総合高等学校,高校,福岡県久留米,福岡県,中堅,50
1262,大牟田第一高等学校,高校,福岡県大牟田,福岡県,弱小,50
1263,直方第二高等学校,高校,福岡県直方,福岡県,弱小,50
1264,飯塚商業高等学校,高校,福岡県飯塚,福岡県,弱小,50
1265,田川工業高等学校,高校,福岡県田川,福岡県,弱小,50
1266,柳川農業高等学校,高校,福岡県柳川,福岡県,弱小,50
1267,八女総合高等学校,高校,福岡県八女,福岡県,弱小,50
1268,筑後普通高等学校,高校,福岡県筑後,福岡県,弱小,50
1269,福岡商業高等学校,高校,福岡県福岡,福岡県,弱小,50
1270,北九州工業高等学校,高校,福岡県北九州,福岡県,弱小,50
1271,久留米農業高等学校,高校,福岡県久留米,福岡県,弱小,50
1272,大牟田総合高等学校,高校,福岡県大牟田,福岡県,弱小,50
1273,直方普通高等学校,高校,福岡県直方,福岡県,弱小,50
1274,飯塚東高等学校,高校,福岡県飯塚,福岡県,弱小,50
1275,田川西高等学校,高校,福岡県田川,福岡県,弱小,50
1276,柳川南高等学校,高校,福岡県柳川,福岡県,弱小,50
1277,八女北高等学校,高校,福岡県八女,福岡県,弱小,50
1278,筑後中央高等学校,高校,福岡県筑後,福岡県,弱小,50
1279,福岡新高等学校,高校,福岡県福岡,福岡県,弱小,50
1280,北九州東高等学校,高校,福岡県北九州,福岡県,弱小,50
1281,佐賀北高校,高校,佐賀県佐賀市,佐賀県,名門,50
1282,有田工業高校,高校,佐賀県有田町,佐賀県,名門,50
1283,鳥栖第一高等学校,高校,佐賀県鳥栖,佐賀県,強豪,50
1284,多久第二高等学校,高校,佐賀県多久,佐賀県,強豪,50
1285,伊万里第三高等学校,高校,佐賀県伊万里,佐賀県,強豪,50
1286,武雄第四高等学校,高校,佐賀県武雄,佐賀県,強豪,50
1287,鹿島東高等学校,高校,佐賀県鹿島,佐賀県,中堅,50
1288,小城西高等学校,高校,佐賀県小城,佐賀県,中堅,50
1289,嬉野南高等学校,高校,佐賀県嬉野,佐賀県,中堅,50
1290,神埼北高等学校,高校,佐賀県神埼,佐賀県,中堅,50
1291,佐賀中央高等学校,高校,佐賀県佐賀,佐賀県,中堅,50
1292,唐津新高等学校,高校,佐賀県唐津,佐賀県,中堅,50
1293,鳥栖総合高等学校,高校,佐賀県鳥栖,佐賀県,中堅,50
1294,多久第一高等学校,高校,佐賀県多久,佐賀県,弱小,50
1295,伊万里第二高等学校,高校,佐賀県伊万里,佐賀県,弱小,50
1296,武雄商業高等学校,高校,佐賀県武雄,佐賀県,弱小,50
1297,鹿島工業高等学校,高校,佐賀県鹿島,佐賀県,弱小,50
1298,小城農業高等学校,高校,佐賀県小城,佐賀県,弱小,50
1299,嬉野総合高等学校,高校,佐賀県嬉野,佐賀県,弱小,50
1300,神埼普通高等学校,高校,佐賀県神埼,佐賀県,弱小,50
1301,佐賀商業高等学校,高校,佐賀県佐賀,佐賀県,弱小,50
1302,唐津工業高等学校,高校,佐賀県唐津,佐賀県,弱小,50
1303,鳥栖農業高等学校,高校,佐賀県鳥栖,佐賀県,弱小,50
1304,多久総合高等学校,高校,佐賀県多久,佐賀県,弱小,50
1305,伊万里普通高等学校,高校,佐賀県伊万里,佐賀県,弱小,50
1306,武雄東高等学校,高校,佐賀県武雄,佐賀県,弱小,50
1307,鹿島西高等学校,高校,佐賀県鹿島,佐賀県,弱小,50
1308,小城南高等学校,高校,佐賀県小城,佐賀県,弱小,50
1309,嬉野北高等学校,高校,佐賀県嬉野,佐賀県,弱小,50
1310,神埼中央高等学校,高校,佐賀県神埼,佐賀県,弱小,50
1311,佐賀新高等学校,高校,佐賀県佐賀,佐賀県,弱小,50
1312,唐津東高等学校,高校,佐賀県唐津,佐賀県,弱小,50
1313,創正館高校,高校,長崎県諫早市,長崎県,名門,50
1314,海鵬高校,高校,長崎県長崎市,長崎県,名門,50
1315,清峰高校,高校,長崎県佐々町,長崎県,強豪,50
1316,小浜高校,高校,長崎県雲仙市,長崎県,強豪,50
1317,大村第三高等学校,高校,長崎県大村,長崎県,強豪,50
1318,平戸第四高等学校,高校,長崎県平戸,長崎県,強豪,50
1319,松浦東高等学校,高校,長崎県松浦,長崎県,中堅,50
1320,対馬西高等学校,高校,長崎県対馬,長崎県,中堅,50
1321,壱岐南高等学校,高校,長崎県壱岐,長崎県,中堅,50
1322,五島北高等学校,高校,長崎県五島,長崎県,中堅,50
1323,長崎中央高等学校,高校,長崎県長崎,長崎県,中堅,50
1324,佐世保新高等学校,高校,長崎県佐世保,長崎県,中堅,50
1325,島原総合高等学校,高校,長崎県島原,長崎県,中堅,50
1326,諫早第一高等学校,高校,長崎県諫早,長崎県,弱小,50
1327,大村第二高等学校,高校,長崎県大村,長崎県,弱小,50
1328,平戸商業高等学校,高校,長崎県平戸,長崎県,弱小,50
1329,松浦工業高等学校,高校,長崎県松浦,長崎県,弱小,50
1330,対馬農業高等学校,高校,長崎県対馬,長崎県,弱小,50
1331,壱岐総合高等学校,高校,長崎県壱岐,長崎県,弱小,50
1332,五島普通高等学校,高校,長崎県五島,長崎県,弱小,50
1333,長崎商業高等学校,高校,長崎県長崎,長崎県,弱小,50
1334,佐世保工業高等学校,高校,長崎県佐世保,長崎県,弱小,50
1335,島原農業高等学校,高校,長崎県島原,長崎県,弱小,50
1336,諫早総合高等学校,高校,長崎県諫早,長崎県,弱小,50
1337,大村普通高等学校,高校,長崎県大村,長崎県,弱小,50
1338,平戸東高等学校,高校,長崎県平戸,長崎県,弱小,50
1339,松浦西高等学校,高校,長崎県松浦,長崎県,弱小,50
1340,対馬南高等学校,高校,長崎県対馬,長崎県,弱小,50
1341,壱岐北高等学校,高校,長崎県壱岐,長崎県,弱小,50
1342,五島中央高等学校,高校,長崎県五島,長崎県,弱小,50
1343,長崎新高等学校,高校,長崎県長崎,長崎県,弱小,50
1344,佐世保東高等学校,高校,長崎県佐世保,長崎県,弱小,50
1345,東浜大学付属熊本高校,高校,熊本県熊本市,熊本県,名門,50
1346,専洲大学玉名高校,高校,熊本県玉名市,熊本県,名門,50
1347,人吉第一高等学校,高校,熊本県人吉,熊本県,強豪,50
1348,荒尾第二高等学校,高校,熊本県荒尾,熊本県,強豪,50
1349,水俣第三高等学校,高校,熊本県水俣,熊本県,強豪,50
1350,玉名第四高等学校,高校,熊本県玉名,熊本県,強豪,50
1351,山鹿東高等学校,高校,熊本県山鹿,熊本県,中堅,50
1352,菊池西高等学校,高校,熊本県菊池,熊本県,中堅,50
1353,宇土南高等学校,高校,熊本県宇土,熊本県,中堅,50
1354,上天草北高等学校,高校,熊本県上天草,熊本県,中堅,50
1355,熊本中央高等学校,高校,熊本県熊本,熊本県,中堅,50
1356,八代新高等学校,高校,熊本県八代,熊本県,中堅,50
1357,人吉総合高等学校,高校,熊本県人吉,熊本県,中堅,50
1358,荒尾第一高等学校,高校,熊本県荒尾,熊本県,弱小,50
1359,水俣第二高等学校,高校,熊本県水俣,熊本県,弱小,50
1360,玉名商業高等学校,高校,熊本県玉名,熊本県,弱小,50
1361,山鹿工業高等学校,高校,熊本県山鹿,熊本県,弱小,50
1362,菊池農業高等学校,高校,熊本県菊池,熊本県,弱小,50
1363,宇土総合高等学校,高校,熊本県宇土,熊本県,弱小,50
1364,上天草普通高等学校,高校,熊本県上天草,熊本県,弱小,50
1365,熊本商業高等学校,高校,熊本県熊本,熊本県,弱小,50
1366,八代工業高等学校,高校,熊本県八代,熊本県,弱小,50
1367,人吉農業高等学校,高校,熊本県人吉,熊本県,弱小,50
1368,荒尾総合高等学校,高校,熊本県荒尾,熊本県,弱小,50
1369,水俣普通高等学校,高校,熊本県水俣,熊本県,弱小,50
1370,玉名東高等学校,高校,熊本県玉名,熊本県,弱小,50
1371,山鹿西高等学校,高校,熊本県山鹿,熊本県,弱小,50
1372,菊池南高等学校,高校,熊本県菊池,熊本県,弱小,50
1373,宇土北高等学校,高校,熊本県宇土,熊本県,弱小,50
1374,上天草中央高等学校,高校,熊本県上天草,熊本県,弱小,50
1375,熊本新高等学校,高校,熊本県熊本,熊本県,弱小,50
1376,八代東高等学校,高校,熊本県八代,熊本県,弱小,50
1377,明鵬高校,高校,大分県別府市,大分県,名門,50
1378,大分舞鶴高校,高校,大分県大分市,大分県,名門,50
1379,中津第一高等学校,高校,大分県中津,大分県,強豪,50
1380,日田第二高等学校,高校,大分県日田,大分県,強豪,50
1381,佐伯第三高等学校,高校,大分県佐伯,大分県,強豪,50
1382,臼杵第四高等学校,高校,大分県臼杵,大分県,強豪,50
1383,津久見東高等学校,高校,大分県津久見,大分県,中堅,50
1384,竹田西高等学校,高校,大分県竹田,大分県,中堅,50
1385,豊後高田南高等学校,高校,大分県豊後高田,大分県,中堅,50
1386,杵築北高等学校,高校,大分県杵築,大分県,中堅,50
1387,大分中央高等学校,高校,大分県大分,大分県,中堅,50
1388,別府新高等学校,高校,大分県別府,大分県,中堅,50
1389,中津総合高等学校,高校,大分県中津,大分県,中堅,50
1390,日田第一高等学校,高校,大分県日田,大分県,弱小,50
1391,佐伯第二高等学校,高校,大分県佐伯,大分県,弱小,50
1392,臼杵商業高等学校,高校,大分県臼杵,大分県,弱小,50
1393,津久見工業高等学校,高校,大分県津久見,大分県,弱小,50
1394,竹田農業高等学校,高校,大分県竹田,大分県,弱小,50
1395,豊後高田総合高等学校,高校,大分県豊後高田,大分県,弱小,50
1396,杵築普通高等学校,高校,大分県杵築,大分県,弱小,50
1397,大分商業高等学校,高校,大分県大分,大分県,弱小,50
1398,別府工業高等学校,高校,大分県別府,大分県,弱小,50
1399,中津農業高等学校,高校,大分県中津,大分県,弱小,50
1400,日田総合高等学校,高校,大分県日田,大分県,弱小,50
1401,佐伯普通高等学校,高校,大分県佐伯,大分県,弱小,50
1402,臼杵東高等学校,高校,大分県臼杵,大分県,弱小,50
1403,津久見西高等学校,高校,大分県津久見,大分県,弱小,50
1404,竹田南高等学校,高校,大分県竹田,大分県,弱小,50
1405,豊後高田北高等学校,高校,大分県豊後高田,大分県,弱小,50
1406,杵築中央高等学校,高校,大分県杵築,大分県,弱小,50
1407,大分新高等学校,高校,大分県大分,大分県,弱小,50
1408,別府東高等学校,高校,大分県別府,大分県,弱小,50
1409,宮崎商業高校,高校,宮崎県宮崎市,宮崎県,名門,50
1410,富島高校,高校,宮崎県日向市,宮崎県,名門,50
1411,延岡第一高等学校,高校,宮崎県延岡,宮崎県,強豪,50
1412,小林第二高等学校,高校,宮崎県小林,宮崎県,強豪,50
1413,日南第三高等学校,高校,宮崎県日南,宮崎県,強豪,50
1414,日向第四高等学校,高校,宮崎県日向,宮崎県,強豪,50
1415,西都市東高等学校,高校,宮崎県西都市,宮崎県,中堅,50
1416,えびの西高等学校,高校,宮崎県えびの,宮崎県,中堅,50
1417,三股南高等学校,高校,宮崎県三股,宮崎県,中堅,50
1418,高千穂北高等学校,高校,宮崎県高千穂,宮崎県,中堅,50
1419,宮崎中央高等学校,高校,宮崎県宮崎,宮崎県,中堅,50
1420,都城市新高等学校,高校,宮崎県都城市,宮崎県,中堅,50
1421,延岡総合高等学校,高校,宮崎県延岡,宮崎県,中堅,50
1422,小林第一高等学校,高校,宮崎県小林,宮崎県,弱小,50
1423,日南第二高等学校,高校,宮崎県日南,宮崎県,弱小,50
1424,日向商業高等学校,高校,宮崎県日向,宮崎県,弱小,50
1425,西都市工業高等学校,高校,宮崎県西都市,宮崎県,弱小,50
1426,えびの農業高等学校,高校,宮崎県えびの,宮崎県,弱小,50
1427,三股総合高等学校,高校,宮崎県三股,宮崎県,弱小,50
1428,高千穂普通高等学校,高校,宮崎県高千穂,宮崎県,弱小,50
1429,宮崎学園商業高等学校,高校,宮崎県宮崎,宮崎県,弱小,50
1430,都城市工業高等学校,高校,宮崎県都城市,宮崎県,弱小,50
1431,延岡農業高等学校,高校,宮崎県延岡,宮崎県,弱小,50
1432,小林総合高等学校,高校,宮崎県小林,宮崎県,弱小,50
1433,日南普通高等学校,高校,宮崎県日南,宮崎県,弱小,50
1434,日向東高等学校,高校,宮崎県日向,宮崎県,弱小,50
1435,西都市西高等学校,高校,宮崎県西都市,宮崎県,弱小,50
1436,えびの南高等学校,高校,宮崎県えびの,宮崎県,弱小,50
1437,三股北高等学校,高校,宮崎県三股,宮崎県,弱小,50
1438,高千穂中央高等学校,高校,宮崎県高千穂,宮崎県,弱小,50
1439,宮崎新高等学校,高校,宮崎県宮崎,宮崎県,弱小,50
1440,都城市東高等学校,高校,宮崎県都城市,宮崎県,弱小,50
1441,神邑学園高校,高校,鹿児島県いちき串木野市,鹿児島県,名門,50
1442,鹿児島第一実業高校,高校,鹿児島県鹿児島市,鹿児島県,名門,50
1443,枕崎第一高等学校,高校,鹿児島県枕崎,鹿児島県,強豪,50
1444,阿久根第二高等学校,高校,鹿児島県阿久根,鹿児島県,強豪,50
1445,出水第三高等学校,高校,鹿児島県出水,鹿児島県,強豪,50
1446,指宿第四高等学校,高校,鹿児島県指宿,鹿児島県,強豪,50
1447,西之表東高等学校,高校,鹿児島県西之表,鹿児島県,中堅,50
1448,垂水西高等学校,高校,鹿児島県垂水,鹿児島県,中堅,50
1449,薩摩川内南高等学校,高校,鹿児島県薩摩川内,鹿児島県,中堅,50
1450,日置北高等学校,高校,鹿児島県日置,鹿児島県,中堅,50
1451,鹿児島中央高等学校,高校,鹿児島県鹿児島,鹿児島県,中堅,50
1452,鹿屋新高等学校,高校,鹿児島県鹿屋,鹿児島県,中堅,50
1453,枕崎総合高等学校,高校,鹿児島県枕崎,鹿児島県,中堅,50
1454,阿久根第一高等学校,高校,鹿児島県阿久根,鹿児島県,弱小,50
1455,出水第二高等学校,高校,鹿児島県出水,鹿児島県,弱小,50
1456,指宿商業高等学校,高校,鹿児島県指宿,鹿児島県,弱小,50
1457,西之表工業高等学校,高校,鹿児島県西之表,鹿児島県,弱小,50
1458,垂水農業高等学校,高校,鹿児島県垂水,鹿児島県,弱小,50
1459,薩摩川内総合高等学校,高校,鹿児島県薩摩川内,鹿児島県,弱小,50
1460,日置普通高等学校,高校,鹿児島県日置,鹿児島県,弱小,50
1461,鹿児島商業高等学校,高校,鹿児島県鹿児島,鹿児島県,弱小,50
1462,鹿屋工業高等学校,高校,鹿児島県鹿屋,鹿児島県,弱小,50
1463,枕崎農業高等学校,高校,鹿児島県枕崎,鹿児島県,弱小,50
1464,阿久根総合高等学校,高校,鹿児島県阿久根,鹿児島県,弱小,50
1465,出水普通高等学校,高校,鹿児島県出水,鹿児島県,弱小,50
1466,指宿東高等学校,高校,鹿児島県指宿,鹿児島県,弱小,50
1467,西之表西高等学校,高校,鹿児島県西之表,鹿児島県,弱小,50
1468,垂水南高等学校,高校,鹿児島県垂水,鹿児島県,弱小,50
1469,薩摩川内北高等学校,高校,鹿児島県薩摩川内,鹿児島県,弱小,50
1470,日置中央高等学校,高校,鹿児島県日置,鹿児島県,弱小,50
1471,鹿児島新高等学校,高校,鹿児島県鹿児島,鹿児島県,弱小,50
1472,鹿屋東高等学校,高校,鹿児島県鹿屋,鹿児島県,弱小,50
1473,沖縄奨学高校,高校,沖縄県那覇市,沖縄県,名門,50
1474,江南高校,高校,沖縄県那覇市,沖縄県,名門,50
1475,宜野湾第一高等学校,高校,沖縄県宜野湾,沖縄県,強豪,50
1476,石垣第二高等学校,高校,沖縄県石垣,沖縄県,強豪,50
1477,浦添第三高等学校,高校,沖縄県浦添,沖縄県,強豪,50
1478,名護第四高等学校,高校,沖縄県名護,沖縄県,強豪,50
1479,糸満東高等学校,高校,沖縄県糸満,沖縄県,中堅,50
1480,豊見城西高等学校,高校,沖縄県豊見城,沖縄県,中堅,50
1481,うるま南高等学校,高校,沖縄県うるま,沖縄県,中堅,50
1482,宮古島北高等学校,高校,沖縄県宮古島,沖縄県,中堅,50
1483,那覇中央高等学校,高校,沖縄県那覇,沖縄県,中堅,50
1484,沖縄新高等学校,高校,沖縄県沖縄,沖縄県,中堅,50
1485,宜野湾総合高等学校,高校,沖縄県宜野湾,沖縄県,中堅,50
1486,石垣第一高等学校,高校,沖縄県石垣,沖縄県,弱小,50
1487,浦添第二高等学校,高校,沖縄県浦添,沖縄県,弱小,50
1488,名護商業高等学校,高校,沖縄県名護,沖縄県,弱小,50
1489,糸満工業高等学校,高校,沖縄県糸満,沖縄県,弱小,50
1490,豊見城農業高等学校,高校,沖縄県豊見城,沖縄県,弱小,50
1491,うるま総合高等学校,高校,沖縄県うるま,沖縄県,弱小,50
1492,宮古島普通高等学校,高校,沖縄県宮古島,沖縄県,弱小,50
1493,那覇商業高等学校,高校,沖縄県那覇,沖縄県,弱小,50
1494,沖縄工業高等学校,高校,沖縄県沖縄,沖縄県,弱小,50
1495,宜野湾農業高等学校,高校,沖縄県宜野湾,沖縄県,弱小,50
1496,石垣総合高等学校,高校,沖縄県石垣,沖縄県,弱小,50
1497,浦添普通高等学校,高校,沖縄県浦添,沖縄県,弱小,50
1498,名護東高等学校,高校,沖縄県名護,沖縄県,弱小,50
1499,糸満西高等学校,高校,沖縄県糸満,沖縄県,弱小,50
1500,豊見城南高等学校,高校,沖縄県豊見城,沖縄県,弱小,50
1501,うるま北高等学校,高校,沖縄県うるま,沖縄県,弱小,50
1502,宮古島中央高等学校,高校,沖縄県宮古島,沖縄県,弱小,50
1503,那覇新高等学校,高校,沖縄県那覇,沖縄県,弱小,50
1504,沖縄東高等学校,高校,沖縄県沖縄,沖縄県,弱小,50
